country,main_category,sub_category,hs_code,tax_rate_estimate,product_regulation,customs_documents,standards_note,tax_note,incentive_note,customs_note,source_note
Güney Afrika,Kırtasiye,Yapıştırıcı,4820,8.8,"Güney Afrika pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Güney Afrika için tahmini vergi oranı %8.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Güney Afrika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Güney Afrika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Kırtasiye,Yapıştırıcı,4820,6.8,"Mısır pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Mısır için tahmini vergi oranı %6.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Mısır pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Mısır gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Kırtasiye,Yapıştırıcı,4820,7.3,"Fas pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Fas için tahmini vergi oranı %7.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Fas pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Fas gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Kırtasiye,Yapıştırıcı,4820,8.3,"Cezayir pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Cezayir için tahmini vergi oranı %8.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Cezayir pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Cezayir gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Kırtasiye,Yapıştırıcı,4820,7.2,"Tunus pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tunus için tahmini vergi oranı %7.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tunus pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tunus gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Kırtasiye,Yapıştırıcı,4820,9.5,"Nijerya pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Nijerya için tahmini vergi oranı %9.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Nijerya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Nijerya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Kırtasiye,Yapıştırıcı,4820,6.1,"Katar pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Katar için tahmini vergi oranı %6.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Katar pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Katar gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Kırtasiye,Yapıştırıcı,4820,6.3,"Kuveyt pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Kuveyt için tahmini vergi oranı %6.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Kuveyt pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Kuveyt gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Kırtasiye,Yapıştırıcı,4820,6.2,"Bahreyn pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Bahreyn için tahmini vergi oranı %6.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Bahreyn pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Bahreyn gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Kırtasiye,Yapıştırıcı,4820,6.4,"Umman pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Umman için tahmini vergi oranı %6.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Umman pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Umman gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Kırtasiye,Yapıştırıcı,4820,10.2,"Hindistan pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Hindistan için tahmini vergi oranı %10.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Hindistan pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Hindistan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Kırtasiye,Yapıştırıcı,4820,9.8,"Endonezya pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Endonezya için tahmini vergi oranı %9.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Endonezya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Endonezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Kırtasiye,Yapıştırıcı,4820,7.8,"Malezya pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Malezya için tahmini vergi oranı %7.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Malezya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Malezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Kırtasiye,Yapıştırıcı,4820,8.2,"Tayland pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tayland için tahmini vergi oranı %8.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tayland pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tayland gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Kırtasiye,Yapıştırıcı,4820,8.6,"Vietnam pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Vietnam için tahmini vergi oranı %8.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Vietnam pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Vietnam gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Kırtasiye,Yapıştırıcı,4820,9.8,"Rusya pazarına Yapıştırıcı ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Rusya için tahmini vergi oranı %9.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Rusya pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Rusya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Kırtasiye,Boya Kalemi,4820,6.8,"Almanya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Almanya için tahmini vergi oranı %6.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Almanya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Almanya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Kırtasiye,Boya Kalemi,4820,9.1,"ABD pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","ABD için tahmini vergi oranı %9.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",ABD pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"ABD gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Kırtasiye,Boya Kalemi,4820,7.4,"Fransa pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Fransa için tahmini vergi oranı %7.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Fransa pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Fransa gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Kırtasiye,Boya Kalemi,4820,7.6,"İngiltere pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İngiltere için tahmini vergi oranı %7.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İngiltere pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İngiltere gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Kırtasiye,Boya Kalemi,4820,6.6,"Hollanda pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Hollanda için tahmini vergi oranı %6.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Hollanda pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Hollanda gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Kırtasiye,Boya Kalemi,4820,7.3,"İtalya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İtalya için tahmini vergi oranı %7.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İtalya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İtalya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Kırtasiye,Boya Kalemi,4820,7.7,"İspanya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İspanya için tahmini vergi oranı %7.7. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İspanya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İspanya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Kırtasiye,Boya Kalemi,4820,7.0,"Polonya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Polonya için tahmini vergi oranı %7.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Polonya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Polonya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Kırtasiye,Boya Kalemi,4820,6.1,"BAE pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","BAE için tahmini vergi oranı %6.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",BAE pazarı için teşvik değerlendirmesi prototip modelde 10/10 olarak alınmıştır.,"BAE gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Kırtasiye,Boya Kalemi,4820,6.6,"Suudi Arabistan pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Suudi Arabistan için tahmini vergi oranı %6.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Suudi Arabistan pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Suudi Arabistan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Kırtasiye,Boya Kalemi,4820,8.4,"Kanada pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Kanada için tahmini vergi oranı %8.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Kanada pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Kanada gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Kırtasiye,Boya Kalemi,4820,6.9,"İsviçre pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İsviçre için tahmini vergi oranı %6.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İsviçre pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"İsviçre gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Kırtasiye,Boya Kalemi,4820,8.8,"Japonya pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Japonya için tahmini vergi oranı %8.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Japonya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Japonya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Kırtasiye,Boya Kalemi,4820,9.6,"Çin pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Çin için tahmini vergi oranı %9.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Çin pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Çin gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Kırtasiye,Boya Kalemi,4820,8.5,"Güney Kore pazarına Boya Kalemi ihracatında HS/GTİP 4820 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kırtasiye / Boya Kalemi için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Güney Kore için tahmini vergi oranı %8.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Güney Kore pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Güney Kore gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
