country,main_category,sub_category,hs_code,estimated_import_value_usd,tax_rate_estimate,source_note
Almanya,Elektronik,Güvenlik Kamerası,8525,665000000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Plastik Ürünler,Endüstriyel Plastik,3923,503439999,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Plastik Ürünler,Endüstriyel Plastik,3923,538680800,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Plastik Ürünler,Endüstriyel Plastik,3923,573921600,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Plastik Ürünler,Endüstriyel Plastik,3923,609162399,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Plastik Ürünler,Endüstriyel Plastik,3923,644403199,10.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Plastik Ürünler,Endüstriyel Plastik,3923,679644000,11.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Plastik Ürünler,Endüstriyel Plastik,3923,714884799,10.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Plastik Ürünler,Endüstriyel Plastik,3923,750125599,11.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Plastik Ürünler,Endüstriyel Plastik,3923,785366399,9.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Plastik Ürünler,Endüstriyel Plastik,3923,820607200,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Plastik Ürünler,Endüstriyel Plastik,3923,855848000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Plastik Ürünler,Endüstriyel Plastik,3923,891088799,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Plastik Ürünler,Endüstriyel Plastik,3923,926329599,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Plastik Ürünler,Endüstriyel Plastik,3923,503439999,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Plastik Ürünler,Endüstriyel Plastik,3923,538680800,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Plastik Ürünler,Endüstriyel Plastik,3923,573921600,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Plastik Ürünler,Endüstriyel Plastik,3923,609162399,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Plastik Ürünler,Endüstriyel Plastik,3923,644403199,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Plastik Ürünler,Endüstriyel Plastik,3923,679644000,11.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Plastik Ürünler,Endüstriyel Plastik,3923,714884799,10.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Plastik Ürünler,Endüstriyel Plastik,3923,750125599,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Plastik Ürünler,Endüstriyel Plastik,3923,785366399,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Plastik Ürünler,Endüstriyel Plastik,3923,820607200,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Plastik Ürünler,Endüstriyel Plastik,3923,855848000,10.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Plastik Ürünler,Plastik Şişe,3923,1022504000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Plastik Ürünler,Plastik Şişe,3923,1094079280,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Plastik Ürünler,Plastik Şişe,3923,613502400,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Plastik Ürünler,Plastik Şişe,3923,651173600,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Plastik Ürünler,Plastik Şişe,3923,688844800,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Plastik Ürünler,Plastik Şişe,3923,726516000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Plastik Ürünler,Plastik Şişe,3923,764187200,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Plastik Ürünler,Plastik Şişe,3923,801858400,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Plastik Ürünler,Plastik Şişe,3923,839529600,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Plastik Ürünler,Plastik Şişe,3923,877200800,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Plastik Ürünler,Plastik Şişe,3923,914872000,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Plastik Ürünler,Plastik Şişe,3923,952543200,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Plastik Ürünler,Plastik Şişe,3923,990214400,9.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Plastik Ürünler,Plastik Şişe,3923,1022504000,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Plastik Ürünler,Plastik Şişe,3923,575831200,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Plastik Ürünler,Plastik Şişe,3923,613502400,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Plastik Ürünler,Plastik Şişe,3923,651173600,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Plastik Ürünler,Plastik Şişe,3923,688844800,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Plastik Ürünler,Plastik Şişe,3923,726516000,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Plastik Ürünler,Plastik Şişe,3923,764187200,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Plastik Ürünler,Plastik Şişe,3923,801858400,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Plastik Ürünler,Plastik Şişe,3923,839529600,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Plastik Ürünler,Plastik Şişe,3923,877200800,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Plastik Ürünler,Plastik Şişe,3923,914872000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Plastik Ürünler,Plastik Şişe,3923,952543200,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Plastik Ürünler,Plastik Şişe,3923,990214400,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Plastik Ürünler,Plastik Şişe,3923,538160000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Plastik Ürünler,Plastik Şişe,3923,575831200,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Plastik Ürünler,Plastik Şişe,3923,613502400,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Plastik Ürünler,Plastik Şişe,3923,651173600,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Plastik Ürünler,Plastik Şişe,3923,688844800,11.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Plastik Ürünler,Plastik Şişe,3923,726516000,11.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Plastik Ürünler,Plastik Şişe,3923,764187200,10.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Plastik Ürünler,Plastik Şişe,3923,801858400,11.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Plastik Ürünler,Plastik Şişe,3923,839529600,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Plastik Ürünler,Plastik Şişe,3923,877200800,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Plastik Ürünler,Plastik Şişe,3923,914872000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Plastik Ürünler,Plastik Şişe,3923,952543200,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Plastik Ürünler,Plastik Şişe,3923,990214400,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Plastik Ürünler,Plastik Şişe,3923,538160000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Plastik Ürünler,Plastik Şişe,3923,575831200,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Plastik Ürünler,Plastik Şişe,3923,613502400,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Plastik Ürünler,Plastik Şişe,3923,651173600,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Plastik Ürünler,Plastik Şişe,3923,688844800,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Plastik Ürünler,Plastik Şişe,3923,726516000,11.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Plastik Ürünler,Plastik Şişe,3923,764187200,11.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Plastik Ürünler,Plastik Şişe,3923,801858400,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Plastik Ürünler,Plastik Şişe,3923,839529600,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Plastik Ürünler,Plastik Şişe,3923,877200800,9.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Plastik Ürünler,Plastik Şişe,3923,914872000,11.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Plastik Ürünler,Plastik Kutu,3923,1088472000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Plastik Ürünler,Plastik Kutu,3923,1164665040,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Plastik Ürünler,Plastik Kutu,3923,653083200,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Plastik Ürünler,Plastik Kutu,3923,693184800,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Plastik Ürünler,Plastik Kutu,3923,733286400,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Plastik Ürünler,Plastik Kutu,3923,773388000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Plastik Ürünler,Plastik Kutu,3923,813489600,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Plastik Ürünler,Plastik Kutu,3923,853591200,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Plastik Ürünler,Plastik Kutu,3923,893692800,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Plastik Ürünler,Plastik Kutu,3923,933794400,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Plastik Ürünler,Plastik Kutu,3923,973896000,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Plastik Ürünler,Plastik Kutu,3923,1013997600,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Plastik Ürünler,Plastik Kutu,3923,1054099200,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Plastik Ürünler,Plastik Kutu,3923,1088472000,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Plastik Ürünler,Plastik Kutu,3923,612981600,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Plastik Ürünler,Plastik Kutu,3923,653083200,6.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Plastik Ürünler,Plastik Kutu,3923,693184800,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Plastik Ürünler,Plastik Kutu,3923,733286400,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Plastik Ürünler,Plastik Kutu,3923,773388000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Plastik Ürünler,Plastik Kutu,3923,813489600,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Plastik Ürünler,Plastik Kutu,3923,853591200,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Plastik Ürünler,Plastik Kutu,3923,893692800,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Plastik Ürünler,Plastik Kutu,3923,933794400,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Plastik Ürünler,Plastik Kutu,3923,973896000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Plastik Ürünler,Plastik Kutu,3923,1013997600,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Plastik Ürünler,Plastik Kutu,3923,1054099200,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Plastik Ürünler,Plastik Kutu,3923,572880000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Plastik Ürünler,Plastik Kutu,3923,612981600,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Plastik Ürünler,Plastik Kutu,3923,653083200,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Plastik Ürünler,Plastik Kutu,3923,693184800,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Plastik Ürünler,Plastik Kutu,3923,733286400,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Plastik Ürünler,Plastik Kutu,3923,773388000,11.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Plastik Ürünler,Plastik Kutu,3923,813489600,9.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Plastik Ürünler,Plastik Kutu,3923,853591200,11.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Plastik Ürünler,Plastik Kutu,3923,893692800,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Plastik Ürünler,Plastik Kutu,3923,933794400,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Plastik Ürünler,Plastik Kutu,3923,973896000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Plastik Ürünler,Plastik Kutu,3923,1013997600,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Plastik Ürünler,Plastik Kutu,3923,1054099200,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Plastik Ürünler,Plastik Kutu,3923,572880000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Plastik Ürünler,Plastik Kutu,3923,612981600,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Plastik Ürünler,Plastik Kutu,3923,653083200,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Plastik Ürünler,Plastik Kutu,3923,693184800,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Plastik Ürünler,Plastik Kutu,3923,733286400,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Plastik Ürünler,Plastik Kutu,3923,773388000,10.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Plastik Ürünler,Plastik Kutu,3923,813489600,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Plastik Ürünler,Plastik Kutu,3923,853591200,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Plastik Ürünler,Plastik Kutu,3923,893692800,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Plastik Ürünler,Plastik Kutu,3923,933794400,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Plastik Ürünler,Plastik Kutu,3923,973896000,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Ev Gereçleri,Tencere,7323,904399999,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Ev Gereçleri,Tencere,7323,967707999,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Ev Gereçleri,Tencere,7323,542640000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Ev Gereçleri,Tencere,7323,575959999,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Ev Gereçleri,Tencere,7323,609279999,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Ev Gereçleri,Tencere,7323,642600000,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Ev Gereçleri,Tencere,7323,675919999,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Ev Gereçleri,Tencere,7323,709239999,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Ev Gereçleri,Tencere,7323,742559999,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Ev Gereçleri,Tencere,7323,775880000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Ev Gereçleri,Tencere,7323,809200000,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Ev Gereçleri,Tencere,7323,842519999,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Ev Gereçleri,Tencere,7323,875839999,9.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Ev Gereçleri,Tencere,7323,904399999,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Ev Gereçleri,Tencere,7323,509319999,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Ev Gereçleri,Tencere,7323,542640000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Ev Gereçleri,Tencere,7323,575959999,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Ev Gereçleri,Tencere,7323,609279999,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Ev Gereçleri,Tencere,7323,642600000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Ev Gereçleri,Tencere,7323,675919999,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Ev Gereçleri,Tencere,7323,709239999,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Ev Gereçleri,Tencere,7323,742559999,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Ev Gereçleri,Tencere,7323,775880000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Ev Gereçleri,Tencere,7323,809200000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Ev Gereçleri,Tencere,7323,842519999,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Ev Gereçleri,Tencere,7323,875839999,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Ev Gereçleri,Tencere,7323,475999999,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Ev Gereçleri,Tencere,7323,509319999,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Ev Gereçleri,Tencere,7323,542640000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Ev Gereçleri,Tencere,7323,575959999,8.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Ev Gereçleri,Tencere,7323,609279999,11.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Ev Gereçleri,Tencere,7323,642600000,11.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Ev Gereçleri,Tencere,7323,675919999,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Ev Gereçleri,Tencere,7323,709239999,11.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Ev Gereçleri,Tencere,7323,742559999,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Ev Gereçleri,Tencere,7323,775880000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Ev Gereçleri,Tencere,7323,809200000,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Ev Gereçleri,Tencere,7323,842519999,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Ev Gereçleri,Tencere,7323,875839999,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Ev Gereçleri,Tencere,7323,475999999,10.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Ev Gereçleri,Tencere,7323,509319999,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Ev Gereçleri,Tencere,7323,542640000,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Ev Gereçleri,Tencere,7323,575959999,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Ev Gereçleri,Tencere,7323,609279999,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Ev Gereçleri,Tencere,7323,642600000,11.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Ev Gereçleri,Tencere,7323,675919999,11.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Ev Gereçleri,Tencere,7323,709239999,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Ev Gereçleri,Tencere,7323,742559999,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Ev Gereçleri,Tencere,7323,775880000,9.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Ev Gereçleri,Tencere,7323,809200000,11.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Ev Gereçleri,Tava,7323,976751999,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Ev Gereçleri,Tava,7323,1045124640,10.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Ev Gereçleri,Tava,7323,586051200,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Ev Gereçleri,Tava,7323,622036799,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Ev Gereçleri,Tava,7323,658022399,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Ev Gereçleri,Tava,7323,694008000,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Ev Gereçleri,Tava,7323,729993599,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Ev Gereçleri,Tava,7323,765979199,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Ev Gereçleri,Tava,7323,801964799,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Ev Gereçleri,Tava,7323,837950400,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Ev Gereçleri,Tava,7323,873936000,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Ev Gereçleri,Tava,7323,909921599,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Ev Gereçleri,Tava,7323,945907199,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Ev Gereçleri,Tava,7323,976751999,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Ev Gereçleri,Tava,7323,550065600,9.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Ev Gereçleri,Tava,7323,586051200,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Ev Gereçleri,Tava,7323,622036799,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Ev Gereçleri,Tava,7323,658022399,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Ev Gereçleri,Tava,7323,694008000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Ev Gereçleri,Tava,7323,729993599,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Ev Gereçleri,Tava,7323,765979199,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Ev Gereçleri,Tava,7323,801964799,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Ev Gereçleri,Tava,7323,837950400,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Ev Gereçleri,Tava,7323,873936000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Ev Gereçleri,Tava,7323,909921599,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Ev Gereçleri,Tava,7323,945907199,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Ev Gereçleri,Tava,7323,514079999,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Ev Gereçleri,Tava,7323,550065600,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Ev Gereçleri,Tava,7323,586051200,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Ev Gereçleri,Tava,7323,622036799,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Ev Gereçleri,Tava,7323,658022399,11.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Ev Gereçleri,Tava,7323,694008000,11.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Ev Gereçleri,Tava,7323,729993599,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Ev Gereçleri,Tava,7323,765979199,11.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Ev Gereçleri,Tava,7323,801964799,10.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Ev Gereçleri,Tava,7323,837950400,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Ev Gereçleri,Tava,7323,873936000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Ev Gereçleri,Tava,7323,909921599,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Ev Gereçleri,Tava,7323,945907199,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Ev Gereçleri,Tava,7323,514079999,10.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Ev Gereçleri,Tava,7323,550065600,7.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Ev Gereçleri,Tava,7323,586051200,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Ev Gereçleri,Tava,7323,622036799,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Ev Gereçleri,Tava,7323,658022399,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Ev Gereçleri,Tava,7323,694008000,11.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Ev Gereçleri,Tava,7323,729993599,11.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Ev Gereçleri,Tava,7323,765979199,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Ev Gereçleri,Tava,7323,801964799,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Ev Gereçleri,Tava,7323,837950400,10.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Ev Gereçleri,Tava,7323,873936000,11.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Ev Gereçleri,Saklama Kabı,7323,1049103999,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Ev Gereçleri,Saklama Kabı,7323,1122541279,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Ev Gereçleri,Saklama Kabı,7323,629462399,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Ev Gereçleri,Saklama Kabı,7323,668113599,9.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Ev Gereçleri,Saklama Kabı,7323,706764799,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Ev Gereçleri,Saklama Kabı,7323,745415999,8.7,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Ev Gereçleri,Saklama Kabı,7323,784067199,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
